"name","address","phone","website","rating","reviewSnippet"
"Smiles on the Upper Westside","50 W 97th St Apt 1C, New York, NY 10025","(212) 222-5225","http://www.drmassiah.com",,
"Dr. Smile-A-Lot","1967 1st Ave, New York, NY 10029","(516) 555-5555","http://www.yext.com?y_source=1_mzk3nzu5my01ntmtbg9jyxrpb24ud2vic2l0zq%3d%3d",,
"Dr. Smile-a-lot 2","1966 1st Ave, New York, NY 10029","(212) 994-3900",,,
"Angela Verma, DDS","181 E 104th St, New York, NY 10029","(212) 369-0680","https://www.elbarriodentalstudio.com",,
"Art Vega, DDS","181 E 104th St, New York, NY 10029","(212) 369-0680","https://www.elbarriodentalstudio.com",,
"Dr. Oleg Goncharov, DDS","2022 Lexington Ave, New York, NY 10035","(212) 987-0777",,,
"Williams Donna R DDS","527 Manhattan Ave, New York, NY 10027","(212) 864-7224",,,
"Alison Newgard, DDS","1244 Amsterdam Ave, New York, NY 10027","(212) 342-2300","https://doctors.columbia.edu/us/ny/new-york/alison-newgard-dds-1244-amsterdam-avenue",,
"Jing Chen, DDS","1244 Amsterdam Ave, New York, NY 10027","(212) 342-2300","https://doctors.columbia.edu/us/ny/new-york/jing-chen-dds-1244-amsterdam-avenue",,
"Evanthia Lalla, DDS","1244 Amsterdam Ave, New York, NY 10027","(212) 342-2300","https://doctors.columbia.edu/us/ny/new-york/evanthia-lalla-dds-1244-amsterdam-avenue",,
"Aaron G. Myers, DDS","1244 Amsterdam Ave, New York, NY 10027","(212) 961-1266","https://doctors.columbia.edu/us/ny/new-york/aaron-g-myers-dds-1244-amsterdam-avenue?utm_source=yextnetwork&utm_medium=organic&utm_campaign=yext_doctor_listings",,
"BH Dental NY","2090 Adam Clayton Powell Jr Blvd, New York, NY 10027","(607) 600-6581","https://www.bhdentalnyc.com",,
"125th Dental Arts","437 W 125th St, New York, NY 10027","(646) 827-9819","http://www.demandforce.com/b/125thdentalarts",,
"Sabiya Amanat, DDS","470 Malcolm X Blvd Apt 1D, New York, NY 10037","(212) 283-4800","https://www.harlemdentistry.com",,
"Harlem Dental Care","163 W 145th St, New York, NY 10039","(212) 281-9200","https://www.harlemdentalcare.com",,
"GD Dentistry","3682 Broadway Frnt 1, New York, NY 10031","(646) 222-6570","https://gddentistry.com",,
"NewYork-Presbyterian Ambulatory Care Network - Dental Practice - Washington Heights","99 Fort Washington Ave, New York, NY 10032","(212) 342-2290","https://www.nyp.org/acn/specialty-care/fort-washington-dental-practice?utm_source=yextnetwork&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_NjYxNjI3NzEtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D",,
"Fort Washington Dental Associates","130 Fort Washington Ave Ofc 1b, New York, NY 10032","(212) 928-9000","https://fwdentalassociates.com",,
"Alia Koch, DDS, MD, FACS","622 W 168th St, New York, NY 10032","(212) 305-4552","https://www.dental.columbia.edu/profile/alia-koch-dds",,
"Joel M Friedman, DDS","630 W 168th St, New York, NY 10032","(212) 305-4552","https://doctors.columbia.edu/us/ny/new-york/joel-m-friedman-dds-622-west-168th-street",,
"Shantanu Lal, DDS","100 Haven Ave, New York, NY 10032","(212) 342-0107","https://doctors.columbia.edu/us/ny/new-york/shantanu-lal-dds-100-haven-ave",,
"James Burke Fine, DMD","100 Haven Ave, New York, NY 10032","(212) 342-0107","https://doctors.columbia.edu/us/ny/new-york/james-burke-fine-dmd-100-haven-ave",,
"Gregory N. Bunza, DDS","100 Haven Ave, New York, NY 10032","(212) 342-0107","https://doctors.columbia.edu/us/ny/new-york/gregory-n-bunza-dds-100-haven-ave",,
"Panos N. Papapanou, DDS","100 Haven Ave, New York, NY 10032","(212) 342-0107","https://doctors.columbia.edu/us/ny/new-york/panos-n-papapanou-dds-100-haven-ave",,
"Esthetix Dental Spa","285 Fort Washington Ave, New York, NY 10032","(212) 795-9675","https://www.esthetixdentalspa.com",,
"Esthetix Dentist, NYC's Dental Implant & Cosmetic Specialist","285 Fort Washington Ave, New York, NY 10032","(212) 795-9675","https://www.esthetixdentalspa.com",,
"Nunez, Profirio, DDS","612 W 178th St Apt 1, New York, NY 10033","(212) 795-3246","http://smiledesigncenterny.com",,
"Dr. Michael M Kokolis, DDS","37 Nagle Ave, New York, NY 10040","(212) 567-6400",,,
"Inwood Dental","4960 Broadway, New York, NY 10034","(646) 783-3600",,,
"Leaf Dental","18 Adams St, Brooklyn, NY 11201","(718) 285-3035","https://www.leafdental.com",,
"Montgomery Greene Dental","39 Montgomery St, Jersey City, NJ 07302","(201) 204-0737","http://www.jcsmile.com",,
"Dental Professionals of Jersey City","75 Montgomery Street, Suite 503, Jersey City, NJ 07302","(201) 200-0500","https://www.dentalprofessionalsofjerseycity.com",,
"Tracz, Ewa I, DDS","142 Joralemon St, Brooklyn, NY 11201","(718) 625-2116","http://heightsdentistry.com",,
"Jackson Lois","16 Court St Ste 2211, Brooklyn, NY 11241","(718) 855-8833","http://www.pediatricdentistsnyc.com",,
"Rona Salomon, DDS","16 Court St Ste 2211, Brooklyn, NY 11241","(212) 995-8888","http://www.pediatricdentistsnyc.com",,
"Alvina Lim, DDS","16 Court St Ste 2211, Brooklyn, NY 11241","(212) 995-8888","http://www.pediatricdentistsnyc.com",,
"Adam Silevitch, DMD","16 Court St Ste 2211, Brooklyn, NY 11241","(212) 995-8888","http://www.pediatricdentistsnyc.com",,
"Clinton Street Dental","139 Clinton St Ste 2, Brooklyn, NY 11201","(718) 625-6437","https://www.clintonstreetdental.com/contact",,
"Bococa Dental","316 Henry St, Brooklyn, NY 11201","(718) 596-2000","https://www.bococadental.com",,
"Aimee Kraft, DDS","21 Schermerhorn St, Brooklyn, NY 11201","(718) 625-6629","http://www.dentistryinbrooklynheights.com",,
"Essex Smiles","198 Van Vorst St, Jersey City, NJ 07302","(201) 653-2288","https://drorrico.com",,
"Dr. Svetlana Monastyrskaya, DDS","161 Atlantic Ave, Brooklyn, NY 11201","(718) 625-3106",,,
"JC Dental and Implant Studio","354 Grove St Ste 1B, Jersey City, NJ 07302","(201) 654-0490","https://jcdentalimplants.com",,
"Dr. Samina Kathawala DDS, DDS","115 Christopher Columbus Dr, Jersey City, NJ 07302","(201) 435-3055",,,
"Jersey City Pediatric Dentistry","139 Newark Ave, Jersey City, NJ 07302","(201) 434-3000","http://www.jcpdentistry.com",,
"Dental Med Spa","258 Duffield St, Brooklyn, NY 11201","(718) 587-5785","https://www.dentalmedspanyc.com",,
"Tend Cobble Hill","176 Court St, Brooklyn, NY 11201","(212) 686-3686","https://www.hellotend.com/studios/new-york-city/cobble-hill",,
"Beth Anne Stirling, DDS, MD","445 Albee Sq, Brooklyn, NY 11201","(646) 997-4300",,,
"Grove Street Dental Care","175 Newark Ave Ste 2b, Jersey City, NJ 07302","(201) 200-0222","http://www.grovestreetdental.com",,
"Dr. Amanda Jennifer Dumoff, DMD","178 Newark Ave, Jersey City, NJ 07302","(201) 332-0403","http://www.jerseycitydentalcenter.com",,
"Jersey City Dental Center","178 Newark Ave, Jersey City, NJ 07302","(201) 332-0403","http://www.jerseycitydentalcenter.com",,
"Copell, Richard","23 Bond St, Brooklyn, NY 11201","(212) 235-1586","http://albeedentalcarebkny.com",,
"Posner, Bari F, DDS","233 Washington St, Hoboken, NJ 07030","(201) 795-2111","http://dentalassociatesofhoboken.com",,
"Dr. Yoon Chung, DDS","233 Washington St, Hoboken, NJ 07030","(201) 795-2111",,,
"Dr. Konstantin Rubinov, DMD","86 N 6th St, Brooklyn, NY 11249","(347) 689-3066","https://www.williamsburgdentalarts.com",,
"Dental Studio of Jersey City","370 1st St, Jersey City, NJ 07302","(551) 222-4493","http://www.dentalstudiojc.com",,
"Tend Williamsburg","155 N 7th St 2nd Fl, Brooklyn, NY 11249","(212) 406-3686","https://www.hellotend.com/studios/new-york-city/williamsburg",,
"Dr. Anupreet Singh, DMD","255 Brunswick St, Jersey City, NJ 07302","(201) 565-0880",,,
"Sharon Stern, DDS","710 Washington St, Hoboken, NJ 07030","(201) 659-8800",,,
"BOOM Smiles Hoboken","100 Paterson Ave, Hoboken, NJ 07030","(201) 716-0651","https://www.boomsmilesgroup.com/locations/hoboken",,
"Bowtie Dental Studio","109 N 12th St, Brooklyn, NY 11249","(929) 300-0702","https://bowtiedentalstudio.com",,
"Brooklyn Mint Dental","567 Pacific St Ste B, Brooklyn, NY 11217","(718) 360-0365","https://www.brooklynmintdental.com",,
"Tribeca Broadway Dental Care","291 Broadway Rm 1105, New York, NY 10007","(212) 619-0971",,,
"Lambert + Co Dentistry","20 Warren St, New York, NY 10007","(212) 240-4040",,,
"Nicole Lambert, DDS","20 Warren St, New York, NY 10007","(212) 240-4040",,,
"Ahmed, Faten Z, DDS","108 Duane St, New York, NY 10007","(212) 966-5551","http://www.bwdentalnyc.com",,
"Vaidya-Kane, Shruti A, DDS","23 Warren St, New York, NY 10007","(212) 355-4510",,,
"Gomez, Maria C, DDS","19 Murray St, New York, NY 10007","(212) 941-9095",,,
"Fay, Sherrill, DDS","21 Murray St, New York, NY 10007","(212) 267-3300","http://tribecaoralsurgery.com",,
"Bahram Hamidi, DDS","21 Murray St Fl 4, New York, NY 10007","(212) 346-0893","http://tribecadentalny.com",,
"Shweta Verma","17 Park Pl, New York, NY 10007","(212) 732-2200",,,
"Atish Patel, DDS","115 Chambers St, New York, NY 10007","(212) 766-4452",,,
"Gent Mollabeqiri","115 Chambers St, New York, NY 10007","(212) 766-4440",,,
"Masheyeva, Angelina, DDS","115 Chambers St, New York, NY 10007","(212) 766-4440",,,
"Kim, Hyunguk, DMD","115 Chambers St, New York, NY 10007","(714) 864-8815",,,
"T J B Dental Pllc","33 Thomas St, New York, NY 10007","(914) 325-2484",,,
"Kenneth Barton","17 Park Pl, New York, NY 10007","(212) 732-2200",,,
"Oleg Goncharov","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Manuel Gonzalez","123 Chambers St, New York, NY 10007","(212) 587-0000",,,
"Sergey Yangolenko","123 Chambers St, New York, NY 10007","(212) 587-0000",,,
"Azar A Ghomiboujaran, DDS","123 Chambers St, New York, NY 10007","(212) 587-0000","http://www.tribecadentalclub.com",,
"Mavrogiorgis, Argiroula Dds","109 Reade St, New York, NY 10013","(212) 233-3700","http://www.kahndermatology.com",,
"Kathleen Van Vorst","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Claire Kim","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Mark Khaimov","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Earl Clarkson","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Rachel Iospa","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Martin Macdermott","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Leah Roth","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Esther Lee","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Antonella Milio","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Edward Goziker","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Michelle Ng","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Stella Nashtatki","54 Warren St, New York, NY 10007","(212) 561-5303",,,
"Shalini Patel, DMD","54 Warren St, New York, NY 10007","(212) 561-5303","https://www.www.tribecadentalstudio.com",,
"Hye, Soo K, DDS","54 Warren St, New York, NY 10007","(332) 225-0689","https://www.tribecadentalstudio.com",,
"Sound Dental","42 Lafayette St, New York, NY 10013","(917) 261-6464",,,
"Amir, Shahabi, DDS","42 Lafayette St, New York, NY 10013","(516) 205-5959","https://www.sounddentalnyc.com",,
"Paul I Cohen, Other","225 Broadway, New York, NY 10007","(212) 732-7400","https://www.downtown-manhattan-dental.com/Manhattan-Dentist.html",,
"Sylwia Rostkowski","225 Broadway Ste 105, New York, NY 10007","(212) 374-9500",,,
"Susan Yasrebi","225 Broadway Ste 105, New York, NY 10007","(212) 374-9500",,,
"Amandeep Kaur","225 Broadway Ste 105, New York, NY 10007","(212) 374-9500",,,
"Dr. Jennifer Rubin, DMD","225 Broadway, New York, NY 10007","(631) 427-0844","http://www.broadwaykidsandsmiles.com",,
"Sadiq, Abiola A, DDS","225 Broadway, New York, NY 10007","(516) 887-0020","http://centralavedentalny.com",,
"Leslie Azran, DDS","225 Broadway, New York, NY 10007","(917) 699-1916",,,
"Kaltra Naco","225 Broadway, New York, NY 10007","(212) 300-4020",,,
"Saggar, Neha, DMD","225 Broadway, New York, NY 10007","(212) 732-7400",,,
"Shahlaie, Masih, DDS","225 Broadway, New York, NY 10007","(212) 732-7400",,,
"Etufugh, Ngozi, DDS","225 Broadway, New York, NY 10007","(212) 732-7400",,,
"Patel, Tanvi G, DDS","225 Broadway, New York, NY 10007","(212) 732-7400",,,
"Varghese, Jay G, DMD","225 Broadway, New York, NY 10007","(212) 732-7400","http://downtown-manhattan-dental.com",,
"Firdous, Jehan, DDS","225 Broadway, New York, NY 10007","(212) 374-9500",,,
"Melissa Cho","225 Broadway Ste 105, New York, NY 10007","(212) 374-9500",,,
"Laura Haimes Rdn","144 Chambers St, New York, NY 10007","(212) 227-9127","http://www.tribecadentaldesign.com",,
"Hwang, Jong M, DMD","144 Chambers St, New York, NY 10007","(212) 227-9127",,,
"Pufnock, Joanna M, DDS","144 Chambers St, New York, NY 10007","(212) 227-9127","http://dntlbar.com",,
"New York Downtown Dental","150 Nassau St, New York, NY 10038","(212) 732-2200","http://www.holistic-dentists.com",,
"Julius Berkowitz Dds Pc","356 Broadway, New York, NY 10013","(212) 966-5551",,,
"Jonathan Stephen Aives, Other","356 Broadway, New York, NY 10013","(718) 843-0572",,,
"Trinity Centre Dental","19 Beekman St, New York, NY 10038","(212) 422-1250","https://beekmanwallstreetdental.com",,
"Kung, Bonnie B, DDS","180 Park Row Lbby 2, New York, NY 10038","(212) 385-9399","http://sdnyofficespace.com",,
"Lin, Ronald Y, DDS","180 Park Row, New York, NY 10038","(212) 385-9399",,,
"Grace Su","180 Park Row, New York, NY 10038","(212) 385-9399",,,
"Naitan Chu, DMD","170 Park Row, New York, NY 10038","(212) 349-0760",,,
"Ean James","81 Franklin St Apt 83, New York, NY 10013","(212) 274-8338",,,
"Franklin Dental Health","81 Franklin St, New York, NY 10013","(212) 274-8338","http://www.franklindentalhealth.info",,
"Mehrshid Sedaghatpour","81 Franklin St Apt 83, New York, NY 10013","(212) 274-8338",,,
"John Elmuccio, DDS","161 William St 5th Fl, New York, NY 10038","(212) 788-5680",,,
"Patel, Astha, DDS","185 Park Row, New York, NY 10038","(212) 962-1305",,,
"Kristen Gratzel","215 Park Row Ste 1, New York, NY 10038","(212) 233-5153",,,
"Jonathan Pong","217 Park Row Ste 4B, New York, NY 10038","(212) 233-4934",,,
"Chatham Square Oral","217 Park Row, New York, NY 10038","(212) 233-4934","http://chathamsquareoralsurgery.com",,
"Ip, Charmaine P, DMD","122 Fulton St, New York, NY 10038","(212) 406-3421","http://nassaustdental.com",,
"Hashim, Charles, DDS","122 Fulton St, New York, NY 10038","(212) 406-3421","http://nassaustdental.com",,
"Cooperman, Kenneth B, DDS","88 Chambers St, New York, NY 10007","(212) 233-8320","http://chambersortho.com",,
"Michael Graffeo","122 Fulton St, New York, NY 10038","(212) 406-3421",,,
"Tribeca Endodontics","116 Franklin St, New York, NY 10013","(646) 454-9997",,,
"Maria Karpov","116 Franklin St, New York, NY 10013","(212) 941-6098",,,
"Kathleen Huza","116 Franklin St, New York, NY 10013","(646) 454-9997",,,
"Dr. Arielle Jacobs, DMD","116 Franklin St, New York, NY 10013","(914) 420-7272",,,
"Afaf B Hanna, DDS","7 Dey St Ste 700, New York, NY 10007","(212) 619-5121",,,
"Broadway Dental Care","139 Centre St, New York, NY 10013","(212) 226-6262","http://broadwaydentalcare.net",,
"Khan, Muna N, DDS","139 Centre St, New York, NY 10013","(212) 941-0088",,,
"Yeung, Diana, DDS","139 Centre St, New York, NY 10013","(212) 334-3507",,,
"Tsai, Wan T, DDS","139 Centre St, New York, NY 10013","(212) 240-0028",,,
"Yeh, Chao K","139 Centre St, New York, NY 10013","(212) 240-0028",,,
"Wong, Christina N, DDS","139 Centre St, New York, NY 10013","(212) 966-5726","http://michaelyeungdds.com",,
"Dr. Denise Mui, DDS","139 Centre St Ste 602, New York, NY 10013","(212) 966-5726",,,
"Lyons Albert I","205 Worth St Apt 2, New York, NY 10013","(212) 267-2719",,,
"Eng Oliver, Lily W, DDS","101 Lafayette St, New York, NY 10013","(212) 842-5300","http://www.chathamgreendental.com",,
"Nicole Ptak","101 Lafayette St Fl 9, New York, NY 10013","(212) 233-5153",,,
"Hung, Carmen","101 Lafayette St, New York, NY 10013","(212) 226-6368",,,
"Paek, Taylor, DMD","101 Lafayette St Fl 6F, New York, NY 10013","(212) 226-6368",,,
"Riverside Dental Ctr","88 Fulton St, New York, NY 10038","(212) 385-0101",,,
"Jay Ritter","88 Fulton St, New York, NY 10038","(212) 385-0101",,,
"Anne, Yu, DDS","9 Mott St, New York, NY 10013","(212) 285-8604",,,
"Bronsky, Mark J, DDS","15 Harrison St, New York, NY 10013","(212) 219-8660","http://www.bronskyorthodontics.com",,
"Scott Schechter Dds","45 John St Frnt 311, New York, NY 10038","(212) 619-7899",,,
"Manhatten Dentistry","41 Mott St, New York, NY 10013","(212) 962-2534","http://www.manhattandentistrynyc.com",,
"Witter, Michelle A, DMD","400 Broadway, New York, NY 10013","(212) 925-7233",,,
"Fulton Dental Center","1 Maiden Ln, New York, NY 10038","(212) 406-3500",,,
"Khalife, Nicole M, DDS","402 Broadway, New York, NY 10013","(212) 431-4582","http://newyorkinvisaligndentist.com",,
"To Yei Choy","180 Park Row 180, New York, NY 10038","(212) 385-9399","http://www.chathamtowers.nyc/location-scouts",,
"Dr. Wayne W Hsu, DDS","125 Walker St, New York, NY 10013","(212) 226-9339",,,
"Jing Yao Ye","125 Walker St Fl 2, New York, NY 10013","(212) 226-9339",,,
"Sunny Chan","125 Walker St Fl 2, New York, NY 10013","(212) 226-9339",,,
"Tsz-ming Alfred Lam, DDS","125 Walker St, New York, NY 10013","(212) 226-9339",,,
"Dr. Vonnie Lee, DDS","125 Walker St 2nd Fl, New York, NY 10013","(212) 226-9339",,,
"Katie Lim, DDS","125 Walker St, New York, NY 10013","(212) 226-3888",,,
"Lam, Kei M, DMD","125 Walker St, New York, NY 10013","(212) 226-9339",,,
"Wang, Casandra Y, DMD","125 Walker St, New York, NY 10013","(212) 226-9339",,,
"Truong, Le","125 Walker St, New York, NY 10013","(212) 226-8866",,,
"Elaine Wong, DDS","42 Mott St 5th Fl, New York, NY 10013","(212) 587-2352","http://dentco.com",,
"Dentco Inc","42 Mott St, New York, NY 10013","(212) 587-2352","http://dentco.com",,
"Mott Street Dental PC","2 Mott St, New York, NY 10013","(212) 732-5875","https://www.manhattandentistrynyc.com",,
"Jung Hyen Kim, DDS","2 Mott St, New York, NY 10013","(212) 732-5875","http://manhattandentistrynyc.com",,
"Lee, Judy, DDS","2 Mott St, New York, NY 10013","(212) 732-5875","http://manhattandentistrynyc.com",,
"Safmore Inc","88 Fulton St, New York, NY 10038","(212) 587-3000",,,
"Lee, Wes Dds","36 Pell St, New York, NY 10013","(212) 233-6606","http://www.belladentalnyc.com",,
"Tribeca Chiropractic","249 W Broadway, New York, NY 10013","(212) 226-6320","http://tribecachiropractic.com",,
"Yuying Zhu, DDS","254 Canal St Rm 4008, New York, NY 10013","(212) 966-3748",,,
"Chatham Square Dental Associate","7 Chatham Sq, New York, NY 10038","(212) 385-8080",,,
"Dr. Kwong Cheng, DMD","7 Chatham Sq Rm 204, New York, NY 10038","(212) 227-3994",,,
"Glenn, H N, DDS","7 Chatham Sq, New York, NY 10038","(212) 385-8080",,,
"Charles Shui-Kin Tiu, DDS","8 Chatham Sq Rm 300, New York, NY 10038","(212) 571-2656",,,
"Dds","8 Chatham Sq Rm 706, New York, NY 10038","(212) 406-0942","http://www.dentistmimilai.com",,
"Wu, Vivian L, DMD","8 Chatham Sq, New York, NY 10038","(212) 227-4349",,,
"Nicole Charmaine Ng, DDS","8 Chatham Sq Rm 503, New York, NY 10038","(212) 431-4306",,,
"Chi F Chan, DDS","210 Canal St Rm 609, New York, NY 10013","(212) 385-0001","http://healthplusdentalcenter.yolasite.com",,
"Chan, Kevin Lee, DDS","210 Canal St, New York, NY 10013","(212) 349-9682",,,
"Downtown Dental Studio","160 Broadway Rm 509, New York, NY 10038","(212) 964-3337","http://downtowndentalstudio.com",,
"Lumia Dental, P","160 Broadway, New York, NY 10038","(212) 287-1275","https://www.lumiadental.com",,
"Han, Mee Kyung, DMD","156 Broadway, New York, NY 10038","(215) 287-1275","https://www.lumiadental.com",,
"Markowitz, Mendel I, DDS","150 Broadway Rm 1310, New York, NY 10038","(212) 587-0202","http://premierdentalassociates.com",,
"Gal, Nathalie M, DMD","150 Broadway, New York, NY 10038","(212) 587-0202",,,
"Thorat, Aparna, DMD","150 Broadway, New York, NY 10038","(212) 587-0202",,,
"Collier, Robert H, DDS","150 Broadway, New York, NY 10038","(212) 587-0202",,,
"Portnoff, Rebecca, DMD","150 Broadway, New York, NY 10038","(212) 587-0202",,,
"Frederick W. Gee, DDS","77 Mott St, New York, NY 10013","(212) 619-2055",,,
"Schwartz Steven","200 Vesey St, New York, NY 10281","(212) 812-8312",,,
"Jessica Lam","198 Canal St Ste 402, New York, NY 10013","(212) 766-2128",,,
"Liu, Mintsai, DDS","11 E Broadway, New York, NY 10038","(212) 227-3088",,,
"Dr. Yon H. Lai, DDS","11 E Broadway, New York, NY 10038","(212) 267-8506","http://houseofbracesny.com",,
"Lai, Mailin M, DDS","11 E Broadway, New York, NY 10038","(212) 227-3088",,,
"Winnie Wong","11 E Broadway Fl 13, New York, NY 10038","(212) 227-3088",,,
"Hsiao Chen Chen, DDS","11 E Broadway 13th Fl, New York, NY 10038","(848) 391-1545",,,
"Heeyeon Lee, DDS","11 E Broadway Fl 13, New York, NY 10038","(212) 227-3088",,,
"Dr. Man Yee Chan, DMD","11 E Broadway Ste 15, New York, NY 10038","(212) 267-1800",,,
"Beverly Chen","11 E Broadway, New York, NY 10038","(212) 227-3088",,,
"Lee, Colleen, DDS","50 Bayard St, New York, NY 10013","(718) 200-7602",,,
"Ortho Biologica","140 Broadway, New York, NY 10005","(212) 208-1439",,,
"Smile Direct Club","428 Broadway, New York, NY 10013","(800) 688-4010","https://smiledirectclub.com/smileshops/smileshop-102",,
"Zargari, Babak, DMD","111 Broadway, New York, NY 10006","(212) 227-9555",,,
"Verma, Supriya, DDS","111 Broadway, New York, NY 10006","(212) 732-6500",,,
"Shin, Linda Unmi, DDS","111 Broadway, New York, NY 10006","(212) 267-1884","http://ismile.com",,
"Jeffrey Richard Shapiro, DDS","111 Broadway, New York, NY 10006","(212) 267-1884","https://www.ismile.com",,
"James, Rong Doctor DENTAL SURGERY","185 Canal St, New York, NY 10013","(212) 431-5978",,,
"Dr. Michael C Lin, DDS","185 Canal St Ste 403, New York, NY 10013","(212) 431-5978",,,
"Hanna Heck, DMD","111 John St Rm 2509, New York, NY 10038","(212) 619-7899",,,
"Angela Wu, DMD","111 John St Rm 530, Peck Slip, NY 10038","(212) 619-7899",,,
"Dr. Molly Lim, DDS","210 Canal St 603, New York, NY 10013","(212) 349-9682",,,
"Modern Dental Center","28 E Broadway Fl 3, New York, NY 10002","(212) 965-9531","http://www.johnkimdds.com",,
"Healy Young, DDS","28 E Broadway, New York, NY 10002","(212) 965-9531","http://moderndentalhygiene.com",,
"Chen, Theodore, DDS","75 Maiden Ln, New York, NY 10038","(212) 791-2300",,,
"Henry Chang Jr DDS","19 Bowery, New York, NY 10002","(212) 431-4306",,,
"Chatham Square Dental Associate","19 Bowery, New York, NY 10002","(212) 431-4306",,,
"Glen Ngan DDS","19 Bowery, New York, NY 10002","(212) 431-4306",,,
"Sabrina Mahil","111 Broadway Rm 1706, New York, NY 10006","(212) 227-8433",,,
"NYC Oral Surgery PC","111 Broadway, New York, NY 10006","(212) 227-9555",,,
"Tribeca Endodontics","111 Broadway Rm 803, New York, NY 10006","(646) 454-9997","http://www.endotribeca.com",,
"Dr. Donald Ingerman, DDS","111 Broadway Rm 1701, New York, NY 10006","(212) 233-2095",,,
"Ling, Jie Dds","53 Elizabeth St, New York, NY 10013","(212) 219-8182","http://janeyangdentalpc.com",,
"Cheung, Victor, DDS","53 Elizabeth St, New York, NY 10013","(212) 219-8182","http://janeyangdentalpc.com",,
"Lutheran Medical Center","40 Division St, New York, NY 10002","(212) 966-7237",,,
"Danielle Fridline","40 Division St, New York, NY 10002","(212) 966-7237",,,
"Paul Weseley","40 Division St, New York, NY 10002","(212) 966-7237",,,
"Anthony Vuong","40 Division St, New York, NY 10002","(212) 966-7237",,,
"Ankita Desai","40 Division St, New York, NY 10002","(212) 966-7237",,,
"Boss Dental Boss Dental","52 E Broadway, New York, NY 10002","(212) 274-8658",,,
"AC Dental P","52 E Broadway, New York, NY 10002","(646) 247-7367",,,
"Sf Orthodontics","70 Bowery Rm 302, New York, NY 10013","(212) 966-9628",,,
"Lutheran Medical Center","80 Catherine St, New York, NY 10038","(212) 926-2188",,,
"Paul Weseley","80 Catherine St, New York, NY 10038","(212) 926-2188",,,
"Anthony Vuong","80 Catherine St, New York, NY 10038","(212) 926-2188",,,
"Danielle Fridline","80 Catherine St, New York, NY 10038","(212) 926-2188",,,
"Dr. Young Y No, DDS","59 E Broadway Fl 4, New York, NY 10002","(212) 619-8188","http://www.nyctdental.com",,
"Le, Tram B, DDS","145 Canal St, New York, NY 10002","(917) 388-3678","http://bowerydental.nyc",,
"Apex Family Dental PC","80 Bowery, New York, NY 10013","(212) 925-2532","http://www.apexfamilydental.net",,
"Diana Lee, DDS","80 Bowery, New York, NY 10013","(212) 219-8230",,,
